RESPOND_ID,EXAMIN_BEGIN_DE,LSR_CLTUR_ACT_WHOLE_SATSFC_VALUE,LSR_CLTUR_ACT_SATSFC_IMPRTY_RESN_CN,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,HSHLD_INCOME_DGREE_NM,ANSWRR_OC_AREA_NM
"387817","20240422","보통이다","경제적여유","M","50대","300만원 미만","경기"
"392528","20240422","만족하는 편이다","내가 원하는대로 다해서","F","40대","없음/모름/무응답","경북"
"410595","20240422","만족하는 편이다","하고싶은 것이 있으면 기상 상태가 좋지 못한 경우를 제외하고는 다 할 수 있었다","M","19~29세","300~500만원 미만","경기"
"411711","20240422","보통이다","만족도가 같음","F","30대","700만원 이상","전남"
"412680","20240422","보통이다","항상 일정하다","M","40대","300~500만원 미만","서울"
"421014","20240422","만족하는 편이다","시간이 넉넉해서","F","60대","700만원 이상","경남"
"421494","20240422","만족하는 편이다","만족하므로","M","50대","300만원 미만","경기"
"422188","20240422","만족하는 편이다","최근에 친구들과 국내여행을 해서요","F","60대","300만원 미만","경기"
"422723","20240422","보통이다","평소와 크게 다른게 없었댜","F","19~29세","300만원 미만","경북"
"424076","20240422","보통이다","시간부족","F","30대","500~700만원 미만","충북"
"424656","20240422","만족하는 편이다","많은 비용과 시간이 들지 않는다.","M","40대","700만원 이상","서울"
"426032","20240422","보통이다","평소와 같아서","M","40대","300~500만원 미만","대구"
"429389","20240422","매우 만족한다","재미있네요","M","30대","300만원 미만","충남"
"435613","20240422","보통이다","보통이라고 생각해서","M","19~29세","없음/모름/무응답","경기"
"439207","20240422","만족하는 편이다","하고싶은 것을 할수 있어서","M","50대","300만원 미만","경남"
"451730","20240422","만족하는 편이다","맘이 편하다","F","50대","700만원 이상","강원"
"451783","20240422","보통이다","그냥","F","30대","300~500만원 미만","경남"
"451833","20240422","보통이다","교통편 및 시간적 여유가 많지않다","M","19~29세","500~700만원 미만","경기"
"452906","20240422","보통이다","2박3일 국내여행 다녀옴","F","40대","700만원 이상","대전"
"455632","20240422","보통이다","그저그렇다","M","40대","700만원 이상","경기"
"458325","20240422","보통이다","육아때문에 오랜시간 지속해서 하기힘듬","M","30대","500~700만원 미만","광주"
"458700","20240422","만족하는 편이다","인프라가 갖춰져있어서","M","30대","700만원 이상","서울"
"460112","20240422","보통이다","경제적 여건","M","50대","없음/모름/무응답","경남"
"464744","20240422","매우 불만족한다","각종시설이나 교통편등이불편하다 바가지요금등","M","60대","300만원 미만","전남"
"465701","20240422","보통이다","경제적인이유","F","50대","300~500만원 미만","충남"
"467471","20240422","보통이다","여가활동의 비용이 점점 높아지고 있어서","F","40대","500~700만원 미만","서울"
"469561","20240422","보통이다","특별한 일이 없어서 .","M","50대","300~500만원 미만","경북"
"473330","20240422","보통이다","아이들이 커서 시간적 여유가 많아짐","F","40대","500~700만원 미만","경기"
"53322248","20240422","만족하는 편이다","여가시간의 활용도와 구체성. 목표성이 높아짐","F","50대","700만원 이상","울산"
"53322261","20240422","보통이다","아","F","19~29세","300만원 미만","서울"
"53322272","20240422","매우 만족한다","해보지 않은 경험들을 해서","F","30대","300만원 미만","전남"
"53322452","20240422","만족하는 편이다","시간적여유가 많아서","M","60대","500~700만원 미만","경기"
"53322501","20240422","만족하는 편이다","원하는 것을 충분히 이루었음","M","60대","300~500만원 미만","강원"
"53322652","20240422","만족하는 편이다","만좃","F","19~29세","없음/모름/무응답","서울"
"53322759","20240422","매우 만족한다","충분히 스트레스가 풀려서","F","19~29세","700만원 이상","경기"
"53323024","20240422","보통이다","새로운 정보 부족","M","60대","700만원 이상","서울"
"53323089","20240422","매우 만족한다","하고싶은데로 다할수있어서","F","30대","700만원 이상","대전"
"53323176","20240422","보통이다","만족하기때문","F","19~29세","없음/모름/무응답","경기"
"53323301","20240422","보통이다","시간적인 여유가 없어서","M","50대","300~500만원 미만","제주"
"53323309","20240422","만족하는 편이다","여행 가서 맛난거 먹고 일상 벗어나서","F","50대","300~500만원 미만","경기"
"53323480","20240422","보통이다","겨울이라 할 게 많지 않다","M","40대","700만원 이상","경북"
"53323483","20240422","만족하는 편이다","퇴직 후 연금과 시간이 자유롭고 자녀들이 경제적으로 독립하여 여가 생활을 즐길 수 있다.","F","50대","700만원 이상","경기"
"53323829","20240422","만족하는 편이다","스트레스 해소.","F","40대","300만원 미만","강원"
"53324238","20240422","보통이다","정보교류가 미흡하다","F","50대","500~700만원 미만","대구"
"53324526","20240422","만족하는 편이다","스트레스가 좀 더 해소된 것 같다.","F","19~29세","500~700만원 미만","경기"
"53324571","20240422","보통이다","딱히 변한게 없다","F","30대","500~700만원 미만","경기"
"53324588","20240422","보통이다","적당히 잘 다니는것 같다","F","30대","500~700만원 미만","충북"
"53324638","20240422","매우 만족한다","냥","M","40대","300~500만원 미만","충남"
"53324768","20240422","보통이다","별다른 변화가 없어서","M","60대","500~700만원 미만","경남"
"53324810","20240422","보통이다","여가생활을 즐길순 있지만 피곤하나","M","30대","300만원 미만","서울"
"53325101","20240422","보통이다","불편없이 자유롭게 하기때문","F","60대","500~700만원 미만","광주"
"53325121","20240422","만족하는 편이다","생활의 여유 와 지출비용 적당함","M","60대","300만원 미만","경기"
"53325150","20240422","보통이다","생활이 풍족하지못해서","F","40대","500~700만원 미만","경북"
"53325366","20240422","만족하는 편이다","스트레스해소","F","50대","700만원 이상","대전"
"53325382","20240422","만족하는 편이다","스트레스받을일이 없었다","M","30대","700만원 이상","경기"
"53325476","20240422","보통이다","그냥내가할스있는거니까","F","50대","700만원 이상","경기"
"53325609","20240422","만족하는 편이다","일 외적인 시간여유가 생겨서","M","50대","700만원 이상","강원"
"53325760","20240422","불만족하는 편이다","업무 시간과 출퇴근 시간이 많이 소요되어 운동 등을 할 시간적 체력적 여유가 현실적으로 부족합니다","M","40대","700만원 이상","경기"
"53325871","20240422","보통이다","일을 안해서 경제적 이유","M","40대","300~500만원 미만","서울"
"53325955","20240422","보통이다","남편과 여가시간 같이 보내고 싶은데 남편여유시간 맞지않아 함께 시간 보내지 못함","F","50대","300~500만원 미만","경남"
"53326006","20240422","만족하는 편이다","원하면 할 수있다","M","40대","500~700만원 미만","서울"
"53326154","20240422","보통이다","더하고 싶은데 경제적여력이 부족해서","M","50대","700만원 이상","경기"
"53326223","20240422","만족하는 편이다","시간이 많아 좋아하는 운동을 하고 영상을 시청함","M","50대","500~700만원 미만","경남"
"53326302","20240422","불만족하는 편이다","경제활동으로 바빠짐","F","30대","300만원 미만","전북"
"53326348","20240422","보통이다","활동이 많지 않아서","F","40대","300~500만원 미만","경남"
"53326478","20240422","보통이다","작년과 비슷해서","F","30대","300~500만원 미만","인천"
"53326586","20240422","보통이다","항상 매년 같기 때문에","F","60대","300~500만원 미만","부산"
"53326668","20240422","불만족하는 편이다","업무변경으로 인한 시간부족 및 자녀(신생아) 양육으로 인한 외출시간 부족","M","30대","300~500만원 미만","부산"
"53326822","20240422","불만족하는 편이다","블러그를 믿으면 안된다","F","50대","500~700만원 미만","강원"
"53326858","20240422","보통이다","크게 만족스럽지고 크게 불만족스럽지도 않음","F","30대","없음/모름/무응답","부산"
"53327274","20240422","만족하는 편이다","충분한 여가시간","M","19~29세","300~500만원 미만","부산"
"53327380","20240422","만족하는 편이다","내가 하고 싶은 것은 할 수 있는 시간과 경제적인 여유 때문에","M","60대","300~500만원 미만","전북"
"53327441","20240422","보통이다","적정함","M","60대","300~500만원 미만","경남"
"53327447","20240422","불만족하는 편이다","돈도없고 시간도없다","F","19~29세","300만원 미만","충남"
"53327449","20240422","보통이다","차가 있었으면 더 만족이었을거같습니다","F","19~29세","없음/모름/무응답","서울"
"53327495","20240422","만족하는 편이다","주위 인프라가 잘되어있음","M","50대","700만원 이상","부산"
"53327513","20240422","만족하는 편이다","시간이 많아져서","M","19~29세","300~500만원 미만","서울"
"53327554","20240422","보통이다","원하는만큼 만족함","M","60대","700만원 이상","경기"
"53327787","20240422","보통이다","육아를 하느라 시간이 많이 나지는 않지만 시간이 날때마다 여가활동을 즐기려 노력하는중","M","30대","300만원 미만","경남"
"53327948","20240422","만족하는 편이다","건강유지","M","50대","300~500만원 미만","충남"
"53327952","20240422","만족하는 편이다","맘이 여유롭다","M","50대","300~500만원 미만","경기"
"53327988","20240422","만족하는 편이다","작년에 비해 횟수도 조금씩 늘고 비용적인 측면에서도 괜찮았다 생각한다.","F","30대","300~500만원 미만","경북"
"53328304","20240422","보통이다","시간과 경제적여유가 있어서이다","M","40대","700만원 이상","서울"
"53328435","20240422","불만족하는 편이다","시간맞추기어려움","M","30대","300~500만원 미만","인천"
"53328577","20240422","보통이다","문화생활보다 스포츠쪽으로 활동하고싶어서","M","60대","300~500만원 미만","서울"
"53328702","20240422","보통이다","그냥","F","30대","500~700만원 미만","부산"
"53328719","20240422","만족하는 편이다","내가 좋아서 하는것이니까","M","40대","300~500만원 미만","인천"
"53328758","20240422","보통이다","시간이없어서","F","60대","300~500만원 미만","경기"
"53328783","20240422","보통이다","쓸수이ㅆ는 경비와 시간을 최대한 활용함","F","40대","300만원 미만","부산"
"53328903","20240422","만족하는 편이다","하고자 하는 여가생활을 대체로 즐겼기 때문에","M","19~29세","없음/모름/무응답","서울"
"53329002","20240422","만족하는 편이다","하고 싶은 활동을 해서","F","30대","700만원 이상","경남"
"53329029","20240422","보통이다","그냥","M","19~29세","없음/모름/무응답","강원"
"53329099","20240422","만족하는 편이다","인프라가 잘 잡혀있기 때문","M","19~29세","없음/모름/무응답","경북"
"53329184","20240422","보통이다","경제적문제","M","50대","700만원 이상","인천"
"53329209","20240422","만족하는 편이다","시간.여건이 다 만족해서","F","50대","300만원 미만","경기"
"53329400","20240422","보통이다","반복되는 여가활동","M","50대","500~700만원 미만","서울"
"53329650","20240422","만족하는 편이다","충분히 즐기고 있음","M","30대","500~700만원 미만","서울"
"53329715","20240422","만족하는 편이다","그래도 어찌저찌 하고 있으니 만족함","F","30대","300~500만원 미만","전남"
"53329755","20240422","만족하는 편이다","종교활동, 지인들과의 만남 등은 심적 편안함을 준다.","F","50대","300~500만원 미만","울산"
"53329898","20240422","만족하는 편이다","좋은 날씨 좋은 사람들","M","30대","300~500만원 미만","서울"
"53329914","20240422","보통이다","시간과 돈에 쫓기는 느낌이 든다","F","40대","500~700만원 미만","충남"
"53330306","20240422","만족하는 편이다","다양한 여가생활을 즐길수있다","M","19~29세","300만원 미만","인천"
"53330325","20240422","만족하는 편이다","시간과 같이 할수있는 친구가 있다","F","60대","700만원 이상","경기"
"53330417","20240422","만족하는 편이다","하고싶을때 할수있어서","F","40대","700만원 이상","제주"
"53330446","20240422","보통이다","하루하루반복","M","60대","300~500만원 미만","인천"
"53330555","20240422","만족하는 편이다","약 1달 전 다녀 온 서울 여행에서 친구들과 좋은 시간을 보내며 추억을 쌓았기 때문이다","F","19~29세","300만원 미만","부산"
"53330620","20240422","보통이다","저렴하거나 무료 문화공연등이 많이 없다","F","50대","없음/모름/무응답","강원"
"53330719","20240422","보통이다","재미 있을때도 있고 아닐때도 있어서","M","40대","500~700만원 미만","경기"
"53330862","20240422","불만족하는 편이다","경제적인 여유가 없음","M","40대","300만원 미만","경북"
"53330919","20240422","만족하는 편이다","원하는 여가활동을 충분히 즐겼음","M","19~29세","500~700만원 미만","서울"
"53330951","20240422","보통이다","충분한 시간을 가지고 여가활동을 하기 때문입니다","M","60대","300~500만원 미만","서울"
"53331006","20240422","만족하는 편이다","혼자서 즐길수 있는 요건이 충분 하니 만족 하는 편 입니다","F","60대","700만원 이상","서울"
"53331178","20240422","보통이다","예전처럼 활력소가 떨어지는 느낌이다","M","50대","500~700만원 미만","경기"
"53331291","20240422","보통이다","기타","M","30대","500~700만원 미만","충남"
"53331374","20240422","만족하는 편이다","시간과여유","M","19~29세","300만원 미만","부산"
"53331388","20240422","만족하는 편이다","몸컨디션도회복되고 직장생활도활력이생겨요","F","60대","700만원 이상","경기"
"53331504","20240422","보통이다","시간이 적당하고 재정부담이 적다","M","60대","300~500만원 미만","경남"
"53331566","20240422","보통이다","특별한 이유없이 습관적으로 생활한다","M","60대","700만원 이상","경기"
"53331744","20240422","만족하는 편이다","시간을 정해서 여가생활을 즐기는편입니다.","M","30대","700만원 이상","광주"
"53331795","20240422","보통이다","시간과 경제력에 해당되는 만큼은 여가생활을 즐겼다고 생각함","F","60대","300~500만원 미만","경기"
"53331884","20240422","보통이다","금전적으로나 시간적으로 크게 다르지 않아서...","M","50대","300~500만원 미만","세종"
"53332091","20240422","만족하는 편이다","스트레스해소가된다","F","30대","300만원 미만","서울"
"53332151","20240422","보통이다","크게 불만족 없어서","F","30대","500~700만원 미만","경기"
"53332594","20240422","보통이다","보통이다","F","30대","300만원 미만","경기"
"53332771","20240422","만족하는 편이다","그냥","M","19~29세","없음/모름/무응답","경남"
"53332839","20240422","보통이다","그냥","M","19~29세","700만원 이상","경기"
"53332915","20240422","만족하는 편이다","시간,금전적인것과 주변 인프라","F","60대","500~700만원 미만","충남"
"53332996","20240422","보통이다","적당하게 여가생활을 하고 잇는것 같다.","F","40대","500~700만원 미만","충남"
"53333040","20240422","보통이다","작년이랑 비슷해서","F","40대","300만원 미만","인천"
"53333130","20240422","보통이다","경제적여유의 부담감을 느낀다","M","19~29세","300만원 미만","충남"
"53333382","20240422","보통이다","독서","M","50대","300만원 미만","경기"
"53333675","20240422","보통이다","몸이 아파 잘움직이지 않았음","F","50대","500~700만원 미만","경기"
"53333688","20240422","보통이다","돈이많이들어서","M","19~29세","없음/모름/무응답","강원"
"53333898","20240422","보통이다","평소랑똑같아서","F","30대","500~700만원 미만","부산"
"53333921","20240422","만족하는 편이다","실업급여 받으면서 쉬면서 공부와 연애하니 마음이 조금 편합니다.","F","30대","500~700만원 미만","강원"
"53334080","20240422","불만족하는 편이다","시간도 부족하지만 여건이 되는날도 제주도 자체 문화생활을 누릴수 있는 시설이 매우 열악하고 부족하기때문","F","40대","700만원 이상","제주"
"53334437","20240422","만족하는 편이다","겨울방학을 해서 시간이 남고 아르바이트를 꾸준히 한 덕에 여러 여가활동을 동시에 할 수 있었음.","M","19~29세","500~700만원 미만","경기"
"53334522","20240422","보통이다","여가생활할 시간이 없음","F","30대","700만원 이상","경기"
"53334728","20240422","보통이다","더많으면 좋겠지만 지금이정도만으로도 만족","F","50대","500~700만원 미만","서울"
"53334738","20240422","만족하는 편이다","시간을 온전히 보낼 수 있어서","F","30대","없음/모름/무응답","강원"
"53335032","20240422","보통이다","평소와 비슷함","M","40대","500~700만원 미만","충북"
"53335306","20240422","만족하는 편이다","가성비","M","19~29세","없음/모름/무응답","경기"
"53335310","20240422","만족하는 편이다","적은비용으로 동호회를 가입해 운동을 할 수 있습니다","F","60대","700만원 이상","울산"
"53335459","20240422","보통이다","크게 시간이 늘어나지못해서","F","40대","500~700만원 미만","서울"
"53335528","20240422","보통이다","이도저도아니어서","F","30대","500~700만원 미만","충남"
"53335544","20240422","만족하는 편이다","여가생활을 할수있는 시간이 많이 생겨서","M","30대","500~700만원 미만","경기"
"53335642","20240422","만족하는 편이다","주말에 힐링이 목적인 여가생활이므로 만족하는편.","F","50대","700만원 이상","울산"
"53335669","20240422","만족하는 편이다","자기계발","F","50대","700만원 이상","서울"
"53335945","20240422","만족하는 편이다","하고 싶은 걸 제약없이 다 했다.","M","19~29세","없음/모름/무응답","경북"
"53335951","20240422","만족하는 편이다","적당히 하고 있다","F","40대","700만원 이상","서울"
"53335985","20240422","만족하는 편이다","휴식 위주로 취해 피로가 덜함","F","19~29세","없음/모름/무응답","부산"
"53336158","20240422","불만족하는 편이다","인프라 부족","F","19~29세","300만원 미만","전남"
"53336280","20240422","만족하는 편이다","다른해에 비해 나에게 투자를 많이 했다","F","40대","300만원 미만","충남"
"53336344","20240422","보통이다","시간적여유없음","F","50대","300~500만원 미만","경기"
"53336566","20240422","만족하는 편이다","시간과경제적으로여유롭다","F","60대","700만원 이상","서울"
"53336774","20240422","만족하는 편이다","함께하는 사림들에 만존해서","M","50대","500~700만원 미만","서울"
"53336847","20240422","불만족하는 편이다","군대에서 여가활동하기 어렵기때문","M","19~29세","700만원 이상","경기"
"53337032","20240422","보통이다","경제적인 여유가 없어서","F","60대","300만원 미만","경북"
"53337062","20240422","불만족하는 편이다","여가활동을 즐길 시간 비용 여유가 없음","M","40대","500~700만원 미만","서울"
"53337505","20240422","보통이다","비슷해서","M","19~29세","300만원 미만","경기"
"53337519","20240422","보통이다","시간이 없어서","M","30대","300만원 미만","인천"
"53337641","20240422","보통이다","특별함이 없다","F","50대","300만원 미만","부산"
"53337658","20240422","만족하는 편이다","야근을 하지 않아서, 차가 생겨서","F","30대","500~700만원 미만","경기"
"53337716","20240422","만족하는 편이다","은퇴 후 시간에 여유가 있어서","F","50대","700만원 이상","전남"
"53337790","20240422","만족하는 편이다","불편함이 없음","M","50대","700만원 이상","서울"
"53337932","20240422","보통이다","가족과 함께하는시간이여서","M","30대","300만원 미만","인천"
"53337937","20240422","매우 만족한다","하고싶은 활동을 했다.","M","30대","700만원 이상","서울"
"53338052","20240422","만족하는 편이다","없다","F","30대","없음/모름/무응답","서울"
"53338171","20240422","보통이다","비슷하다","F","40대","300만원 미만","강원"
"53338418","20240422","보통이다","금전 시간의 여유","M","50대","300~500만원 미만","경기"
"53338428","20240422","보통이다","생환팬턴이 달라지지 않음","F","50대","300~500만원 미만","충북"
"53338593","20240422","만족하는 편이다","비교적 여러가지 정보를 접할수 있어서 선택이가능함","F","60대","500~700만원 미만","서울"
"53338670","20240422","만족하는 편이다","비교적 여가생활을 잘 즐긴 것 같아서","M","40대","300~500만원 미만","경기"
"53338835","20240422","만족하는 편이다","마음이 편안하고 여유가 있어요","F","40대","700만원 이상","충남"
"53338871","20240422","만족하는 편이다","시간 및 경제적 여건이 충족됨","M","60대","300~500만원 미만","제주"
"53338919","20240422","보통이다","대체적으로 최근 1년간 비슷하기 때문","M","50대","500~700만원 미만","서울"
"53339013","20240422","만족하는 편이다","원하는 공연이나 만남을 가졌기때문에","M","40대","700만원 이상","서울"
"53339171","20240422","보통이다","마음먹은데로 되지않아서","M","50대","300~500만원 미만","경남"
"53339244","20240422","보통이다","크게 달라진점이없음","F","30대","500~700만원 미만","경기"
"53339362","20240422","매우 만족한다","포토샵 자격증 시험 봄. 캘리그라피 휘호대회 준비중.","F","40대","없음/모름/무응답","강원"
"53339391","20240422","보통이다","가격면에서 그리 착하지 않기때문","F","50대","700만원 이상","경기"
"53339550","20240422","만족하는 편이다","예전만큼 자주 뭔가를 보러가거나 즐기지는 못하지만 그래도 한달에 한번정도는 시간내서 전시회 즐기는것에 소소하게 만족하는편이고 특히 운동은 꾸준히 하니까 몸도 마음도 건강해지는것이 느껴져서 만족하는편입니다.","F","19~29세","없음/모름/무응답","서울"
"53339890","20240422","보통이다","경제적 여유","M","40대","300~500만원 미만","서울"
"53339988","20240422","보통이다","삶에 큰변화가 없어서","M","40대","300~500만원 미만","경남"
"53340012","20240422","보통이다","주변 환경이 크게 변화가 없어서","M","50대","700만원 이상","충북"
"53340215","20240422","만족하는 편이다","즐거우니까","M","60대","700만원 이상","강원"
"53340282","20240422","보통이다","없음","M","50대","300~500만원 미만","제주"
"53340350","20240422","보통이다","작년과 별 다를게 없어서","F","50대","300~500만원 미만","경기"
"53340522","20240422","보통이다","교통이 좀불편하다","F","50대","300만원 미만","충북"
"53340732","20240422","보통이다","시간적여유가 없어서","M","50대","300만원 미만","경남"
"53340779","20240422","만족하는 편이다","회사와 육아를 병행하면서도 시간을 짬내서 여가시간을 갖는데 있어 만족합니다.","M","30대","500~700만원 미만","경기"
"53340798","20240422","보통이다","높고낮음없이 평범하다","M","50대","300~500만원 미만","광주"
"53340859","20240422","불만족하는 편이다","돈이 부족하다","M","50대","300~500만원 미만","대전"
"53341072","20240422","보통이다","외부 온도가 너무 높음","M","50대","700만원 이상","부산"
"53341098","20240422","만족하는 편이다","여유시간을 계획적으로 활용","M","60대","700만원 이상","경기"
"53341109","20240422","매우 만족한다","친구들과 함께하는 국내 트레킹","M","60대","300~500만원 미만","경기"
"53341215","20240422","만족하는 편이다","항상 즐겁게생활한다","M","60대","300만원 미만","전남"
"53341405","20240422","만족하는 편이다","만나면 편하고 즐겁다","F","60대","없음/모름/무응답","강원"
"53341439","20240422","보통이다","예년과비슷","M","60대","300~500만원 미만","강원"
"53341467","20240422","만족하는 편이다","좋아하는 활동을 할수있어서","M","19~29세","300~500만원 미만","서울"
"53341508","20240422","만족하는 편이다","배우자가 퇴직을 해서 시간이 생겼고 지방에서 수도권으로 이사를 해서","F","60대","500~700만원 미만","서울"
"53341515","20240422","만족하는 편이다","하고싶은 여가활동함","F","40대","500~700만원 미만","충북"
"53341553","20240422","만족하는 편이다","시간적 여유가 생기고 이동거리도 가까워 만족하고 있음.","F","40대","500~700만원 미만","경북"
"53341813","20240422","보통이다","충분한 인프라부족과 다양성이 부족한편이다","M","40대","300만원 미만","경북"
"53341815","20240422","보통이다","서울경기에비해 시설규모가 작거나 적은편이고 이용비용도 비싼편입니다. 더불어 교통또한 자차가아니면 자유롭게 이동하는데도 불편합니다.","M","40대","300~500만원 미만","강원"
"53341890","20240422","보통이다","나쁘지도 좋지도 않음","F","19~29세","700만원 이상","서울"
"53341902","20240422","보통이다","없음","M","60대","300~500만원 미만","강원"
"53342090","20240422","보통이다","없다","M","19~29세","300만원 미만","경북"
"53342134","20240422","보통이다","비슷하기때문","M","30대","300~500만원 미만","서울"
"53342207","20240422","보통이다","별 변화가 없으므로","F","50대","300만원 미만","서울"
"53342328","20240422","보통이다","시간이충분치 않았다","M","50대","300~500만원 미만","충북"
"53342526","20240422","보통이다","평소에 하는 그대로이기 때문이다","M","60대","300만원 미만","경남"
"53342615","20240422","보통이다","경제적인 비용이 많이 든다. 국내 및 해외 여행을 하기에는 시간과 비용이 걸림돌이 된다. 특히 항공료가 비싸다.","F","40대","500~700만원 미만","울산"
"53342771","20240422","보통이다","여유가 없음","M","40대","300만원 미만","경기"
"53342809","20240422","보통이다","평이한 정도일 뿐 셀렘이 없다","M","60대","300~500만원 미만","경기"
"53342838","20240422","매우 만족한다","내가 가거나 하고 싶을때 할수 있다","M","60대","700만원 이상","부산"
"53343023","20240422","불만족하는 편이다","시간이 부족합니다","F","60대","300만원 미만","제주"
"53343032","20240422","보통이다","경재적여유","M","40대","300만원 미만","경남"
"53343125","20240422","보통이다","설연휴 이용하여 본가 방문 시간이 짧아 박물관등 이용시간이 불충분함","F","40대","300~500만원 미만","울산"
"53343236","20240422","만족하는 편이다","재밌어서","M","19~29세","없음/모름/무응답","서울"
"53343338","20240422","불만족하는 편이다","시간 부족","M","30대","500~700만원 미만","서울"
"53343365","20240422","보통이다","보통","F","40대","300만원 미만","전북"
"53343442","20240422","만족하는 편이다","적정한 시간활용해서 원하는 여가활동","M","50대","500~700만원 미만","경기"
"53343479","20240422","보통이다","보토이이니따~","M","19~29세","300만원 미만","서울"
"53343614","20240422","만족하는 편이다","특별한 이벤트는 없었지만 평온하게 보내서","M","40대","300~500만원 미만","경기"
"53343729","20240422","보통이다","경제적어려움","F","50대","700만원 이상","인천"
"53343768","20240422","보통이다","경제적 여건(전체적 활동에 필요한 고물가 시대). 일주일(주6일) 근로에 대한 피로도 누적. 육아에 대한 사회적 시선 불안(이해&배려 부족). 사회 사건&사고(묻지마 사건)","M","30대","300만원 미만","경남"
"53343812","20240422","보통이다","특별한것이 별로없으니까..","M","60대","없음/모름/무응답","전북"
"53343827","20240422","보통이다","이전과 크게 달라짐을 느끼진 않음","M","19~29세","300만원 미만","서울"
"53343932","20240422","보통이다","크게 여가생활을 활발하게 하지않으니까","M","60대","300~500만원 미만","부산"
"53344088","20240422","매우 불만족한다","돈이 없다","M","40대","300~500만원 미만","울산"
"53344199","20240422","보통이다","그냥좋지도나쁘지도않다고생각","F","50대","700만원 이상","경기"
"53344390","20240422","보통이다","영화관람료가너무비싸졌다","F","40대","300만원 미만","전북"
"53344498","20240422","만족하는 편이다","별일 없이 마무리가 된다.","M","50대","500~700만원 미만","세종"
"53344551","20240422","보통이다","별 변화가 없다","F","60대","300~500만원 미만","경기"
"53344742","20240422","보통이다","1개월동안 변동차이가 없습니다","M","50대","300~500만원 미만","울산"
"53344827","20240422","만족하는 편이다","집 앞 공원이 있어 언제든 걷기가 가능해 만족","F","50대","300만원 미만","경남"
"53345023","20240422","보통이다","지역간균형발전과교통인프라미흡","M","60대","300~500만원 미만","경남"
"53345047","20240422","만족하는 편이다","시간이 많이 남아서 여가 시간을 보내기 적당함","M","19~29세","없음/모름/무응답","부산"
"53345185","20240422","불만족하는 편이다","여유가 적어짐","M","30대","300만원 미만","경남"
"53345355","20240422","보통이다","큰 변회가 없어서","F","40대","300~500만원 미만","강원"
"53345489","20240422","보통이다","큰 변화가 없음","M","50대","700만원 이상","인천"
"53345576","20240422","만족하는 편이다","경제적여우","F","19~29세","300~500만원 미만","서울"
"53345604","20240422","보통이다","날씨가추워서","F","50대","300~500만원 미만","대구"
"53345610","20240422","만족하는 편이다","커카","F","19~29세","700만원 이상","인천"
"53345638","20240422","만족하는 편이다","일을 시작하며 경제적으로 여유가 생김","F","19~29세","700만원 이상","서울"
"53345693","20240422","보통이다","시간과 경비가들어 줄이는편이다","M","60대","700만원 이상","서울"
"53345740","20240422","만족하는 편이다","여유롭기때문","M","30대","300만원 미만","경기"
"53345963","20240422","보통이다","뭔가애매해서","M","19~29세","없음/모름/무응답","울산"
"53346012","20240422","보통이다","시간은 여유롭지만 지방중소도시라서 인프라가 미흡히다.","F","60대","300~500만원 미만","전남"
"53346248","20240422","만족하는 편이다","건강이 활동에 부담없고 경제적으로 힘들지 않고 여유 시간 적당하고 같이 하는 아내가 있으므로 만족한다.","M","60대","300~500만원 미만","부산"
"53346395","20240422","만족하는 편이다","시간 여유","M","50대","700만원 이상","경북"
"53346448","20240422","보통이다","시간부족","F","50대","300만원 미만","대전"
"53346821","20240422","보통이다","똑같아서","M","30대","300만원 미만","인천"
"53346846","20240422","보통이다","예전과 똑같아","M","40대","300만원 미만","전북"
"53346899","20240422","만족하는 편이다","아이랑 함께해서","M","40대","300만원 미만","광주"
"53347001","20240422","만족하는 편이다","건강에 최적이고. 주변에 체육시설이 있어 접근하기가 용이하다","F","60대","300~500만원 미만","경기"
"53347049","20240422","보통이다","그냥보통이니까","F","60대","300만원 미만","광주"
"53347225","20240422","보통이다","개인적 시간","M","40대","300~500만원 미만","충북"
"53347396","20240422","매우 만족한다","건강, 시간 , 자금 등 여유있어서","F","60대","700만원 이상","서울"
"53347911","20240422","보통이다","일하는 시간이 많아 쉴시간이 적다","M","30대","없음/모름/무응답","강원"
"53347958","20240422","만족하는 편이다","기분전환","F","40대","500~700만원 미만","세종"
"53348006","20240422","보통이다","경제적 상황이 비슷","M","40대","700만원 이상","전남"
"53348057","20240422","만족하는 편이다","여가시간이 늘어서..","F","40대","300~500만원 미만","인천"
"53348340","20240422","만족하는 편이다","여가생활 장소도 좋았고 관람한 연극도 만족해서입니다.","F","40대","700만원 이상","서울"
"53348405","20240422","만족하는 편이다","시간여유많아서","F","50대","500~700만원 미만","충남"
"53348510","20240422","만족하는 편이다","시간적 여유가 있어서 만족합니다.","M","50대","700만원 이상","서울"
"53348743","20240422","보통이다","자유를 잘 즐기고 살고 있드","F","30대","700만원 이상","경기"
"53348839","20240422","만족하는 편이다","충분한 여가","M","19~29세","300~500만원 미만","대전"
"53348846","20240422","만족하는 편이다","시간여유도 많고 주변상권도 좋은편이다","F","50대","300만원 미만","경기"
"53348852","20240422","보통이다","똑같으니꺄","F","50대","300만원 미만","서울"
"53349176","20240422","보통이다","수영은 접수자 많아서 편안한 시간에 불참","F","60대","300만원 미만","인천"
"53349191","20240422","보통이다","시간 및 비용 부담","F","40대","없음/모름/무응답","서울"
