"구·군별","내외국인별","시점","세대수[세대]","인구[명]","남자인구[명]","여자인구[명]",
"영주1동","총인구","2020.08 월","2916","5208","2636","2572",
"영주1동","총인구","2020.09 월","2914","5192","2640","2552",
"영주1동","총인구","2020.10 월","2901","5154","2614","2540",
"영주1동","총인구","2020.11 월","2913","5148","2618","2530",
"영주1동","총인구","2020.12 월","2925","5161","2628","2533",
"영주1동","총인구","2021.01 월","2932","5146","2617","2529",
"영주1동","총인구","2021.02 월","2932","5136","2611","2525",
"영주1동","총인구","2021.03 월","2916","5094","2602","2492",
"영주1동","총인구","2021.04 월","2941","5119","2614","2505",
"영주1동","총인구","2021.05 월","2953","5093","2599","2494",
"영주1동","총인구","2021.06 월","2912","5036","2586","2450",
"영주1동","총인구","2021.07 월","2930","5038","2588","2450",
"영주1동","총인구","2021.08 월","2939","5056","2582","2474",
"영주1동","총인구","2021.09 월","2952","5069","2596","2473",
"영주1동","총인구","2021.10 월","2945","5051","2585","2466",
"영주1동","총인구","2021.11 월","2953","5053","2583","2470",
"영주1동","총인구","2021.12 월","2941","5047","2586","2461",
"영주1동","총인구","2022.01 월","2946","5046","2590","2456",
"영주1동","총인구","2022.02 월","2954","5041","2578","2463",
"영주1동","총인구","2022.03 월","2976","5053","2591","2462",
"영주1동","총인구","2022.04 월","2998","5087","2603","2484",
"영주1동","총인구","2022.05 월","2988","5066","2596","2470",
"영주1동","총인구","2022.06 월","2981","5062","2586","2476",
"영주1동","총인구","2022.07 월","2993","5047","2581","2466",
"영주1동","총인구","2022.08 월","2996","5043","2574","2469",
"영주1동","총인구","2022.09 월","2983","5019","2560","2459",
"영주1동","총인구","2022.10 월","2974","4996","2548","2448",
"영주1동","총인구","2022.11 월","2963","4978","2542","2436",
"영주1동","총인구","2022.12 월","2936","4947","2520","2427",
"영주1동","총인구","2023.01 월","2932","4928","2505","2423",
"영주1동","총인구","2023.02 월","2948","4930","2515","2415",
"영주1동","총인구","2023.03 월","2932","4908","2509","2399",
"영주1동","총인구","2023.04 월","2935","4907","2502","2405",
"영주1동","총인구","2023.05 월","2933","4904","2506","2398",
"영주1동","총인구","2023.06 월","2939","4914","2513","2401",
"영주1동","총인구","2023.07 월","2944","4910","2513","2397",
"영주1동","총인구","2023.08 월","2942","4921","2525","2396",
"영주1동","총인구","2023.09 월","2941","4907","2529","2378",
"영주1동","총인구","2023.10 월","2917","4880","2513","2367",
"영주1동","총인구","2023.11 월","2897","4846","2488","2358",
"영주1동","총인구","2023.12 월","2874","4794","2462","2332",
"영주1동","총인구","2024.01 월","2873","4782","2461","2321",
"영주1동","총인구","2024.02 월","2888","4817","2494","2323",
"영주1동","총인구","2024.03 월","2895","4815","2500","2315",
"영주1동","총인구","2024.04 월","2900","4814","2496","2318",
"영주1동","총인구","2024.05 월","2898","4804","2488","2316",
"영주1동","총인구","2024.06 월","2905","4811","2493","2318",
"영주1동","총인구","2024.07 월","2909","4793","2485","2308",
"영주1동","총인구","2024.08 월","2895","4774","2473","2301",
"영주1동","총인구","2024.09 월","2893","4783","2481","2302",
"영주1동","총인구","2024.10 월","2872","4756","2454","2302",
"영주1동","총인구","2024.11 월","2871","4748","2451","2297",
"영주1동","총인구","2024.12 월","2861","4730","2450","2280",
"영주2동","총인구","2020.01 월","3716","7869","3812","4057",
"영주2동","총인구","2020.02 월","3711","7866","3809","4057",
"영주2동","총인구","2020.03 월","3706","7846","3774","4072",
"영주2동","총인구","2020.04 월","3700","7838","3774","4064",
"영주2동","총인구","2020.05 월","3708","7800","3757","4043",
"영주2동","총인구","2020.06 월","3703","7754","3742","4012",
"영주2동","총인구","2020.07 월","3700","7689","3713","3976",
"영주2동","총인구","2020.08 월","3692","7631","3678","3953",
"영주2동","총인구","2020.09 월","3692","7608","3670","3938",
"영주2동","총인구","2020.10 월","3705","7609","3673","3936",
"영주2동","총인구","2020.11 월","3699","7567","3654","3913",
"영주2동","총인구","2020.12 월","3706","7540","3627","3913",
"영주2동","총인구","2021.01 월","3707","7521","3614","3907",
"영주2동","총인구","2021.02 월","3713","7480","3595","3885",
"영주2동","총인구","2021.03 월","3709","7446","3587","3859",
"영주2동","총인구","2021.04 월","3685","7389","3561","3828",
"영주2동","총인구","2021.05 월","3686","7358","3550","3808",
"영주2동","총인구","2021.06 월","3613","7269","3511","3758",
"영주2동","총인구","2021.07 월","3620","7271","3517","3754",
"영주2동","총인구","2021.08 월","3613","7257","3503","3754",
"영주2동","총인구","2021.09 월","3616","7248","3503","3745",
"영주2동","총인구","2021.10 월","3613","7234","3492","3742",
"영주2동","총인구","2021.11 월","3609","7204","3479","3725",
"영주2동","총인구","2021.12 월","3602","7185","3465","3720",
"영주2동","총인구","2022.01 월","3612","7179","3464","3715",
"영주2동","총인구","2022.02 월","3605","7147","3452","3695",
"영주2동","총인구","2022.03 월","3603","7133","3442","3691",
"영주2동","총인구","2022.04 월","3601","7130","3441","3689",
"영주2동","총인구","2022.05 월","3610","7122","3440","3682",
"영주2동","총인구","2022.06 월","3611","7119","3437","3682",
"영주2동","총인구","2022.07 월","3596","7088","3428","3660",
"영주2동","총인구","2022.08 월","3595","7079","3434","3645",
"영주2동","총인구","2022.09 월","3569","7051","3425","3626",
"영주2동","총인구","2022.10 월","3565","7019","3404","3615",
"영주2동","총인구","2022.11 월","3565","7004","3391","3613",
"영주2동","총인구","2022.12 월","3559","6960","3374","3586",
"영주2동","총인구","2023.01 월","3552","6944","3359","3585",
"영주2동","총인구","2023.02 월","3559","6950","3362","3588",
"영주2동","총인구","2023.03 월","3555","6929","3347","3582",
"영주2동","총인구","2023.04 월","3553","6901","3333","3568",
"영주2동","총인구","2023.05 월","3555","6894","3329","3565",
"영주2동","총인구","2023.06 월","3549","6867","3316","3551",
"영주2동","총인구","2023.07 월","3545","6844","3307","3537",
"영주2동","총인구","2023.08 월","3533","6824","3301","3523",
"영주2동","총인구","2023.09 월","3523","6804","3288","3516",
"영주2동","총인구","2023.10 월","3527","6793","3287","3506",
"영주2동","총인구","2023.11 월","3525","6791","3270","3521",
"영주2동","총인구","2023.12 월","3521","6769","3254","3515",
"영주2동","총인구","2024.01 월","3518","6745","3240","3505",
"영주2동","총인구","2024.02 월","3510","6705","3224","3481",
"영주2동","총인구","2024.03 월","3504","6691","3214","3477",
"영주2동","총인구","2024.04 월","3489","6668","3205","3463",
"영주2동","총인구","2024.05 월","3483","6641","3194","3447",
"영주2동","총인구","2024.06 월","3471","6621","3189","3432",
"영주2동","총인구","2024.07 월","3460","6604","3182","3422",
"영주2동","총인구","2024.08 월","3460","6577","3175","3402",
"영주2동","총인구","2024.09 월","3456","6559","3169","3390",
"영주2동","총인구","2024.10 월","3453","6536","3158","3378",
"영주2동","총인구","2024.11 월","3444","6523","3146","3377",
"영주2동","총인구","2024.12 월","3445","6531","3156","3375",
"서구","총인구","2020.01 월","52735","110097","53795","56302",
"서구","총인구","2020.02 월","52806","109971","53679","56292",
"서구","총인구","2020.03 월","52792","109756","53507","56249",
"서구","총인구","2020.04 월","52884","109730","53489","56241",
"서구","총인구","2020.05 월","53072","109820","53529","56291",
"서구","총인구","2020.06 월","53248","109885","53544","56341",
"서구","총인구","2020.07 월","53340","109870","53519","56351",
"서구","총인구","2020.08 월","53342","109691","53411","56280",
"서구","총인구","2020.09 월","53359","109614","53381","56233",
"서구","총인구","2020.10 월","53576","109911","53498","56413",
"서구","총인구","2020.11 월","53724","110027","53535","56492",
"서구","총인구","2020.12 월","53853","110051","53521","56530",
"서구","총인구","2021.01 월","53881","109876","53464","56412",
"서구","총인구","2021.02 월","53962","109759","53367","56392",
"서구","총인구","2021.03 월","52876","108375","52726","55649",
"서구","총인구","2021.04 월","53018","108453","52738","55715",
"서구","총인구","2021.05 월","53115","108450","52686","55764",
"서구","총인구","2021.06 월","53133","108383","52665","55718",
"서구","총인구","2021.07 월","53159","108279","52647","55632",
"서구","총인구","2021.08 월","53095","107976","52498","55478",
"서구","총인구","2021.09 월","53097","107787","52395","55392",
"서구","총인구","2021.10 월","53038","107536","52275","55261",
"서구","총인구","2021.11 월","53019","107381","52178","55203",
"서구","총인구","2021.12 월","52960","107143","52051","55092",
"서구","총인구","2022.01 월","52853","106863","51951","54912",
"서구","총인구","2022.02 월","52900","106634","51836","54798",
"서구","총인구","2022.03 월","52895","106334","51687","54647",
"서구","총인구","2022.04 월","52822","105963","51487","54476",
"서구","총인구","2022.05 월","52852","105851","51389","54462",
"서구","총인구","2022.06 월","53109","106397","51630","54767",
"서구","총인구","2022.07 월","53342","106818","51834","54984",
"서구","총인구","2022.08 월","53667","107522","52184","55338",
"서구","총인구","2022.09 월","53621","107514","52202","55312",
"서구","총인구","2022.10 월","53657","107490","52192","55298",
"서구","총인구","2022.11 월","53648","107476","52170","55306",
"서구","총인구","2022.12 월","53626","107402","52118","55284",
"서구","총인구","2023.01 월","53592","107255","52035","55220",
"서구","총인구","2023.02 월","53689","107209","51973","55236",
"서구","총인구","2023.03 월","53670","107035","51815","55220",
"서구","총인구","2023.04 월","53640","106977","51760","55217",
"서구","총인구","2023.05 월","53593","106877","51671","55206",
"서구","총인구","2023.06 월","53542","106761","51601","55160",
"서구","총인구","2023.07 월","53519","106660","51545","55115",
"서구","총인구","2023.08 월","53521","106737","51540","55197",
"서구","총인구","2023.09 월","53510","106722","51513","55209",
"서구","총인구","2023.10 월","53590","106725","51490","55235",
"서구","총인구","2023.11 월","53657","106793","51514","55279",
"서구","총인구","2023.12 월","53630","106708","51477","55231",
"서구","총인구","2024.01 월","53521","106500","51402","55098",
"서구","총인구","2024.02 월","53551","106446","51349","55097",
"서구","총인구","2024.03 월","53534","106265","51264","55001",
"서구","총인구","2024.04 월","53458","106019","51142","54877",
"서구","총인구","2024.05 월","53394","105988","51082","54906",
"서구","총인구","2024.06 월","53365","105861","51048","54813",
"서구","총인구","2024.07 월","53344","105747","50988","54759",
"서구","총인구","2024.08 월","53397","105822","51023","54799",
"서구","총인구","2024.09 월","53580","106120","51169","54951",
"서구","총인구","2024.10 월","53673","106268","51210","55058",
"서구","총인구","2024.11 월","53622","106206","51164","55042",
"서구","총인구","2024.12 월","53648","106194","51106","55088",
"동대신1동","총인구","2020.01 월","2282","4683","2252","2431",
"동대신1동","총인구","2020.02 월","2293","4686","2249","2437",
"동대신1동","총인구","2020.03 월","2304","4689","2247","2442",
"동대신1동","총인구","2020.04 월","2311","4686","2234","2452",
"동대신1동","총인구","2020.05 월","2313","4671","2224","2447",
"동대신1동","총인구","2020.06 월","2319","4674","2227","2447",
"동대신1동","총인구","2020.07 월","2322","4677","2228","2449",
"동대신1동","총인구","2020.08 월","2312","4645","2209","2436",
"동대신1동","총인구","2020.09 월","2314","4633","2198","2435",
"동대신1동","총인구","2020.10 월","2305","4606","2190","2416",
